name,date
A/BritishColumbia/PHL-235/2022|EPIISL16283364|2022-11-05|HA|4,2022/11/5
A/Chungbuk/96/2022|EPIISL16922220|2022-11-07|HA|4,2022/11/7
A/Norway/33371/2022|EPIISL16465187|2022-10-27|HA|4,2022/10/27
A/Ayutthaya/P3657/2022|EPIISL16608861|2022-10-10|HA|4,2022/10/10
A/Kyiv/464/2022|EPIISL16751048|2022-12-15|HA|4,2022/12/15
A/England/225140355/2022|EPIISL16810076|2022-12-19|HA|4,2022/12/19
A/Bhutan/2022/2022|EPIISL16834653|2022-10-27|HA|4,2022/10/27
A/Norway/33060/2022|EPIISL15728479|2022-10-27|HA|4,2022/10/27
A/Rheinland-Pfalz/USAFSAM-13494/2022|EPIISL16873291|2022-10-04|HA|4,2022/10/4
A/MIE/1/2022|EPIISL16717062|2022-11-28|HA|4,2022/11/28
A/Michigan/UOM10049005135/2022|EPIISL17804705|2022-12-21|HA|4,2022/12/21
A/Baltimore/JH-0649/2022|EPIISL16814811|2022-11-29|HA|4,2022/11/29
A/California/175/2022|EPIISL17100365|2022-11-28|HA|4,2022/11/28
A/Wisconsin/76/2022|EPIISL16198986|2022-11-09|HA|4,2022/11/9
A/England/224380530/2022|EPIISL15888891|2022-10-21|HA|4,2022/10/21
A/BritishColumbia/298/2022|EPIISL16755772|2022-12-06|HA|4,2022/12/6
A/France/ARA-HCL023020703901/2023|EPIISL17693406|2023-02-02|HA|4,2023/2/2
A/France/ARA-HCL022191017701/2022|EPIISL16311756|2022-11-15|HA|4,2022/11/15
A/Mississippi/57/2022|EPIISL16447123|2022-12-08|HA|4,2022/12/8
A/Gwangju/718/2023|EPIISL17150664|2023-02-07|HA|4,2023/2/7
A/Florida/10/2023|EPIISL17100683|2023-01-09|HA|4,2023/1/9
A/NewYork/34/2022|EPIISL16380123|2022-11-08|HA|4,2022/11/8
A/Michigan/UOM10049993329/2023|EPIISL17832893|2023-02-23|HA|4,2023/2/23
A/Hawaii/52/2022|EPIISL16834792|2022-10-28|HA|4,2022/10/28
A/Estonia/KL7045/2022|EPIISL17049186|2022-12-12|HA|4,2022/12/12
A/Melilla/4117/2022|EPIISL16054073|2022-10-28|HA|4,2022/10/28
A/England/225000776/2022|EPIISL16749129|2022-12-06|HA|4,2022/12/6
A/BritishColumbia/PHL-179/2022|EPIISL16283356|2022-11-05|HA|4,2022/11/5
A/Ireland/65707/2022|EPIISL16750044|2022-10-17|HA|4,2022/10/17
A/Dowlais/7270/2022|EPIISL15839839|2022-11-01|HA|4,2022/11/1
A/Catalonia/NSVH161513271/2022|EPIISL16460166|2022-12-28|HA|4,2022/12/28
A/Catalonia/NSVH101994771/2023|EPIISL16647251|2023-01-09|HA|4,2023/1/9
A/England/224820673/2022|EPIISL16652577|2022-11-24|HA|4,2022/11/24
A/England/224940820/2022|EPIISL16658251|2022-11-30|HA|4,2022/11/30
A/Connecticut/IVYD13J60N5/2022|EPIISL17018944|2022-11-29|HA|4,2022/11/29
A/Valencia/VAHNSI-GIHSN-073689/2023|EPIISL16740069|2023-01-02|HA|4,2023/1/2
A/Guatemala/187/2023|EPIISL17699912|2023-03-01|HA|4,2023/3/1
A/Michigan/HFHSL360168294/2022|EPIISL16872279|2022-12-07|HA|4,2022/12/7
A/Baltimore/JH-0792/2022|EPIISL16766426|2022-12-03|HA|4,2022/12/3
A/Netherlands/10188/2023|EPIISL16867377|2023-01-30|HA|4,2023/1/30
A/England/230120134/2022|EPIISL16886889|2022-12-29|HA|4,2022/12/29
A/France/ARA-HCL023024366701/2023|EPIISL17693541|2023-02-05|HA|4,2023/2/5
A/Baltimore/JH-0470/2022|EPIISL15806331|2022-10-31|HA|4,2022/10/31
A/Netherlands/12108/2022|EPIISL16494763|2022-12-23|HA|4,2022/12/23
A/England/225281111/2022|EPIISL16886863|2022-12-28|HA|4,2022/12/28
A/Quebec/014/2022|EPIISL16755652|2022-11-14|HA|4,2022/11/14
A/Michigan/UOM10048586038/2022|EPIISL16869572|2022-11-27|HA|4,2022/11/27
A/England/225000941/2022|EPIISL16664296|2022-12-08|HA|4,2022/12/8
A/England/231280359/2022|EPIISL18010622|2022-12-15|HA|4,2022/12/15
A/Catalonia/NSVH101994491/2023|EPIISL16647266|2023-01-09|HA|4,2023/1/9
A/Poland/PL07-2/2022|EPIISL16759930|2022-12-07|HA|4,2022/12/7
A/Catalonia/NSVH198262912/2022|EPIISL16460109|2022-12-23|HA|4,2022/12/23
A/Baltimore/JH-0612/2022|EPIISL16766252|2022-10-31|HA|4,2022/10/31
A/Michigan/MISAPPHIREL364077968/2023|EPIISL18103997|2023-04-04|HA|4,2023/4/4
A/Washington/66184/2022|EPIISL16868585|2022-12-01|HA|4,2022/12/1
A/Norway/3891/2023|EPIISL18044465|2023-03-08|HA|4,2023/3/8
A/Hebei-Hanshan/12173/2022|EPIISL16559108|2022-11-21|HA|4,2022/11/21
A/Michigan/HFHSL360235832/2022|EPIISL16935774|2022-12-10|HA|4,2022/12/10
A/England/225280287/2022|EPIISL16811021|2022-12-22|HA|4,2022/12/22
A/Shandong-Lanshan/1450/2023|EPIISL18068505|2023-03-29|HA|4,2023/3/29
A/Michigan/UOM10049003222/2022|EPIISL16872645|2022-12-21|HA|4,2022/12/21
A/Denmark/429/2023|EPIISL17190203|2023-01-30|HA|4,2023/1/30
A/Michigan/HFHSL360281961/2022|EPIISL17804726|2022-12-12|HA|4,2022/12/12
A/Macedonia/133/2023|EPIISL17820173|2023-01-09|HA|4,2023/1/9
A/Michigan/UOM10048875305/2022|EPIISL17551729|2022-12-14|HA|4,2022/12/14
A/Georgia/2337/2022|EPIISL18127199|2022-12-01|HA|4,2022/12/1
A/Neimenggu-Erlianhaote/187/2023|EPIISL17465777|2023-01-28|HA|4,2023/1/28
A/Washington/USAFSAM-14024/2022|EPIISL16920532|2022-12-14|HA|4,2022/12/14
A/Michigan/HFHSL361017481/2023|EPIISL17832941|2023-01-02|HA|4,2023/1/2
A/India/Pun-NIVCOV2225304/Nov2022|EPIISL16970424|2022-11-28|HA|4,2022/11/28
A/Norway/01234/2022|EPIISL16855845|2023-01-17|HA|4,2023/1/17
A/RhodeIsland/57/2022|EPIISL16380128|2022-11-05|HA|4,2022/11/5
A/Thueringen/1/2023|EPIISL17780415|2023-01-03|HA|4,2023/1/3
A/Minnesota/17/2023|EPIISL17212811|2023-02-08|HA|4,2023/2/8
A/IledeFrance/56928/2022|EPIISL16680829|2022-11-28|HA|4,2022/11/28
A/Saskatchewan/SKFLU277505/2023|EPIISL16816929|2022-11-14|HA|4,2022/11/14
A/Baltimore/JH-0766/2022|EPIISL16766403|2022-12-11|HA|4,2022/12/11
A/Iowa/51/2022|EPIISL16446993|2022-11-23|HA|4,2022/11/23
A/Bangkok/P4201/2022|EPIISL16645142|2022-11-25|HA|4,2022/11/25
A/Darwin/9/2021|EPIISL16998754|2021-04-17|HA|4,2021/4/17
A/Darwin/6/2021|EPIISL17832065|2021-03-16|HA|4,2021/3/16
A/Arsal/5773/2021|EPIISL6075498|2021-09-13|HA|4,2021/9/13
A/Parma/21/2020|EPIISL486735|2020-02-05,2020/2/5
A/Grenoble/2789/2020|EPIISL984703|2020-10-21,2020/10/21
A/Philippines/1/2021|EPIISL3836431|2021-05-14,2021/5/14
A/Stockholm/9/2021|EPIISL9402237|2021-09-06,2021/9/6
A/Stockholm/9/2021|EPIISL5743017|2021-09-06,2021/9/6
A/California/183/2019|EPIISL397002|2019-10-24,2019/10/24
A/Connecticut/17/2020|EPIISL424742|2020-03-02,2020/3/2
A/Louisiana/07/2020|EPIISL413740|2020-01-22,2020/1/22
A/Massachusetts/06/2020|EPIISL412175|2020-01-29,2020/1/29
A/Delaware/15/2020|EPIISL415752|2020-02-18,2020/2/18
A/Utah/17/2020|EPIISL449740|2020-03-07,2020/3/7
A/Illinois/10/2020|EPIISL455797|2020-03-03,2020/3/3
A/Maryland/15/2020|EPIISL415781|2020-01-26,2020/1/26
A/Minnesota/24/2020|EPIISL449732|2020-03-24,2020/3/24
A/Paris/2554/2019|EPIISL594226|2019-11-25,2019/11/25
A/Bahrain/808/2019|EPIISL412137|2019-12-03,2019/12/3
A/Bahrain/885/2019|EPIISL491770|2019-12-25,2019/12/25
A/Beijing-Miyun/51/2020|EPIISL528884|2020-01-08,2020/1/8
A/Beijing-Miyun/53/2020|EPIISL528886|2020-01-09,2020/1/9
A/Schleswig-Holstein/10/2020|EPIISL481462|2020-03-02,2020/3/2
A/Oklahoma/01/2021|EPIISL4373562|2021-07-06,2021/7/6
A/Lyon/1619/2020|EPIISL671410|2020-02-27,2020/2/27
A/Newport/9366/2019|EPIISL400523|2019-12-04,2019/12/4
A/Guangdong-Gaoming/31/2019|EPIISL485555|2019-12-13,2019/12/13
A/Tianjin-Binhaixin/3315/2019|EPIISL410666|2019-12-16,2019/12/16
A/Beijing-Miyun/54/2020|EPIISL485909|2020-01-02,2020/1/2
A/Grenoble/2789/2020oct|EPIISL707784|2020-10-21,2020/10/21
A/Human/NewYorkCity/PV11474/2020|EPIISL4056255|2020-10-04,2020/10/4
A/ROUEN/41245/2021|EPIISL11323844|2021-11-15,2021/11/15
A/England/215280755/2021|EPIISL9383908|2021-12-22,2021/12/22
A/Oman/4837/2021|EPIISL5983972|2021-09-05,2021/9/5
A/Oman/2641/2021|EPIISL5983954|2021-07-25,2021/7/25
A/Salalah/72124837/2021|EPIISL9401983|2021-09-05,2021/9/5
A/Philippines/8/2021|EPIISL3950047|2021-07-13,2021/7/13
A/RhodeIsland/18/2020|EPIISL416807|2020-02-17,2020/2/17
A/California/15/2020|EPIISL412157|2020-01-15,2020/1/15
A/California/52/2020|EPIISL430754|2020-03-09,2020/3/9
A/Bangladesh/18-1005/2019|EPIISL491803|2019-10-06,2019/10/6
A/California/205/2019|EPIISL400008|2019-11-17,2019/11/17
A/Georgia/03/2020|EPIISL416805|2020-01-27,2020/1/27
A/Taiwan/83763/2019|EPIISL424766|2019-12-10,2019/12/10
A/Wisconsin/43/2020|EPIISL416762|2020-02-19,2020/2/19
A/Wakayama/118/2019|EPIISL517684|2019-12-13,2019/12/13
A/Pennsylvania/14/2020|EPIISL416806|2020-02-19,2020/2/19
A/Maine/42/2019|EPIISL404757|2019-12-09,2019/12/9
A/Maryland/19/2020|EPIISL424743|2020-03-09,2020/3/9
A/Human/Moscow/18/2020|EPIISL419382|2020-01-22,2020/1/22
A/Laos/546/2020|EPIISL717649|2020-02-10,2020/2/10
A/Iowa/05/2020|EPIISL410727|2020-01-14,2020/1/14
A/Hawaii/01/2020|EPIISL412179|2020-01-05,2020/1/5
A/Vermont/25/2019|EPIISL398857|2019-10-01,2019/10/1
A/Denmark/3275/2019|EPIISL400749|2019-11-06,2019/11/6
A/Denmark/221/2020|EPIISL407941|2020-01-13,2020/1/13
A/Denmark/220/2020|EPIISL407960|2020-01-13,2020/1/13
A/Denmark/244/2020|EPIISL407955|2020-01-15,2020/1/15
A/Philippines/38/2019|EPIISL406825|2019-10-22,2019/10/22
A/Philippines/30/2019|EPIISL406706|2019-10-08,2019/10/8
A/Mississippi/41/2019|EPIISL410770|2019-12-31,2019/12/31
A/AbuDhabi/097/2019|EPIISL404587|2019-11-26,2019/11/26
A/Pennsylvania/03/2020|EPIISL410750|2020-01-16,2020/1/16
A/Laos/3368/2019|EPIISL418561|2019-11-11,2019/11/11
A/Laos/426/2020|EPIISL766792|2020-02-03,2020/2/3
A/Massachusetts/01/2021|EPIISL6306620|2021-10-08,2021/10/8
A/Maryland/09/2020|EPIISL410746|2020-01-15,2020/1/15
A/Pakistan/275/2019|EPIISL416801|2019-12-29,2019/12/29
A/Netherlands/00016/2020|EPIISL406847|2020-01-02,2020/1/2
A/Russia/74V/2020|EPIISL429849|2020-01-06,2020/1/6
A/Saint-Petersburg/RII-657S/2019|EPIISL402952|2019-12-25,2019/12/25
A/Saint-Petersburg/RII-4251S/2020|EPIISL471386|2020-03-23,2020/3/23
A/Saint-Petersburg/RII-2081S/2020|EPIISL419111|2020-02-11,2020/2/11
A/Saint-Petersburg/RII-3387S/2020|EPIISL471284|2020-03-11,2020/3/11
A/Anhui-Jinghu/346/2019|EPIISL410592|2019-12-03,2019/12/3
A/Hebei-Sanhe/3148/2019|EPIISL410650|2019-11-25,2019/11/25
A/Hunan-Yongding/11244/2019|EPIISL410658|2019-12-20,2019/12/20
A/Hunan-Lusong/1986/2019|EPIISL402223|2019-12-02,2019/12/2
A/Shaanxi-Lianhu/1474/2019|EPIISL410695|2019-10-29,2019/10/29
A/Sichuan-Kangding/1357/2019|EPIISL485460|2019-12-25,2019/12/25
A/Sichuan-Kangding/1283/2019|EPIISL410674|2019-11-17,2019/11/17
A/Xinjiang-Kuerle/1595/2019|EPIISL402227|2019-11-26,2019/11/26
A/Xinjiang-Hutubi/1599/2019|EPIISL402264|2019-11-28,2019/11/28
A/Qinghai-Chengzhong/14/2020|EPIISL410611|2020-01-02,2020/1/2
A/Liaoning-Yuhong/358/2019|EPIISL410692|2019-11-22,2019/11/22
A/France/IHUMIInfluenzaAH3N2genome606784/2021|EPIISL6795391|2021-07-01,2021/7/1
A/Marseille/0486/2021aug|EPIISL5135311|2021-08-23,2021/8/23
A/NewYork/49/2019|EPIISL400848|2019-10-28,2019/10/28
A/Nicaragua/3204/2019|EPIISL398808|2019-10-07,2019/10/7
A/Baden-Wuerttemberg/310/2019|EPIISL401784|2019-10-16,2019/10/16
A/Bremen/24/2019|EPIISL401782|2019-10-02,2019/10/2
A/Austria/1204623/2019|EPIISL409943|2019-12-02,2019/12/2
A/Centre/2559/2019|EPIISL400343|2019-11-25,2019/11/25
A/Alberta/113/2019|EPIISL411515|2019-12-30,2019/12/30
A/Denmark/3292/2019|EPIISL406278|2019-11-13,2019/11/13
A/Jilin-Dongchang/1574/2019|EPIISL411129|2019-12-09,2019/12/9
A/YOKOHAMA/224/2019|EPIISL684048|2019-11-18,2019/11/18
A/KANAGAWA/AC1927/2019|EPIISL405857|2019-12-23,2019/12/23
A/Finland/172/2020|EPIISL466926|2020-01-01,2020/1/1
A/Finland/135/2019|EPIISL399947|2019-10-25,2019/10/25
A/SAITAMA/203/2019|EPIISL405852|2019-11-01,2019/11/1
A/England/94540758/2019|EPIISL401559|2019-10-25,2019/10/25
A/Delaware/39/2019|EPIISL393677|2019-05-28,2019/5/28
A/Darwin/726/2019|EPIISL412025|2019-10-03,2019/10/3
A/HongKong/2671/2019|EPIISL412381|2019-06-17,2019/6/17
A/HongKong/4436/2019|EPIISL406302|2019-12-01,2019/12/1
A/HongKong/4435/2019|EPIISL406301|2019-11-29,2019/11/29
A/AbuDhabi/413000/2020|EPIISL3372559|2021-02-10,2021/2/10
A/SouthKorea/11230/2020|EPIISL414845|2020-01-07,2020/1/7
A/Hungary/10/2020|EPIISL407149|2020-01-13,2020/1/13
A/KANAGAWA/ZC1907/2019|EPIISL400553|2019-11-01,2019/11/1
A/OSAKA/105/2019|EPIISL414388|2019-12-03,2019/12/3
A/Kyrgzstan/166/2019|EPIISL407497|2019-12-16,2019/12/16
A/KyrgyzstanBishkek/65/2020|EPIISL477557|2020-02-02,2020/2/2
A/Kyrgzstan/91/2019|EPIISL407509|2019-12-05,2019/12/5
A/Kyrgzstan/136/2019|EPIISL407492|2019-12-02,2019/12/2
A/Cambodia/FSS42911/2020|EPIISL514677|2020-03-12,2020/3/12
A/ChiangMai/51/2020|EPIISL644653|2020-01-31,2020/1/31
A/GUNMA/36/2020|EPIISL684053|2020-01-28,2020/1/28
A/Pennsylvania/1026/2019|EPIISL462752|2019-11-04,2019/11/4
A/Singapore/TT0882/2019|EPIISL401468|2019-11-13,2019/11/13
A/HongKong/45/2019|EPIISL390308|2018-12-24,2018/12/24
A/Malaysia/12156400/2020|EPIISL528755|2020-01-08,2020/1/8
A/Mayotte/517/2021|EPIISL9401950|2021-09-11,2021/9/11
A/Mayotte/567/2021|EPIISL9401945|2021-09-26,2021/9/26
A/Mayotte/508/21|EPIISL9401953|2021-09-18,2021/9/18
A/Armenia/19/2022|EPIISL9842647|2022-01-05,2022/1/5
A/Heilongjiang-Jiguan/1222/2020|EPIISL485412|2020-03-16,2020/3/16
A/Alaska/232/2015|EPIISL240112|2015-09-09,2015/9/9
A/Canberra/7/2016|EPIISL289136|2016-04-10,2016/4/10
A/Ontario/RV2414/2015|EPIISL215796|2015-11-12,2015/11/12
A/Antananarivo/1067/2016|EPIISL300261|2016-04-05,2016/4/5
A/Newcastle/30/2016|EPIISL289135|2016-03-29,2016/3/29
A/SouthAustralia/135/2016|EPIISL311693|2016-10-01,2016/10/1
A/Singapore/INFIMH-16-0019/2016|EPIISL330262|2016-06-14,2016/6/14
A/Arizona/67/2016|EPIISL287721|2016-05-04,2016/5/4
A/Washington/106/2016|EPIISL296169|2016-12-18,2016/12/18
A/Florida/23/2017|EPIISL270166|2017-03-23,2017/3/23
A/Singapore/TT0555/2017|EPIISL269771|2017-05-12,2017/5/12
A/SouthCarolina/04/2017|EPIISL284135|2017-01-17,2017/1/17
A/YOKOHAMA/145/2017|EPIISL288989|2017-09-28,2017/9/28
A/Sydney/22/2018|EPIISL396647|2018-03-03,2018/3/3
A/NAGANO/2731/2017|EPIISL306954|2017-11-28,2017/11/28
A/Victoria/653/2017|EPIISL289943|2017-08-10,2017/8/10
A/Wisconsin/327/2017|EPIISL290860|2017-09-22,2017/9/22
A/AbuDhabi/240/2018|EPIISL338293|2018-01-01,2018/1/1
A/LaRioja/2202/2018|EPIISL314925|2018-04-02,2018/4/2
A/HongKong/2286/2017|EPIISL298548|2017-01-01,2017/1/1
A/Alaska/240/2015|EPIISL226836|2015-09-15,2015/9/15
A/Montana/28/2015|EPIISL223311|2015-09-24,2015/9/24
A/Nebraska/19/2015|EPIISL226837|2015-10-23,2015/10/23
A/SAPPORO/71/2015|EPIISL210374|2015-12-15,2015/12/15
A/Wisconsin/66/2015|EPIISL197279|2015-04-21,2015/4/21
A/California/179/2016|EPIISL273709|2016-12-03,2016/12/3
A/Maryland/23/2016|EPIISL253057|2016-11-26,2016/11/26
A/Singapore/TT1374/2016|EPIISL277146|2016-01-12,2016/1/12
A/Brisbane/321/2016|EPIISL275804|2016-01-01,2016/1/1
A/Nebraska/02/2017|EPIISL248141|2017-01-10,2017/1/10
A/Peru/3817/2017|EPIISL311632|2017-12-07,2017/12/7
A/Washington/16/2017|EPIISL275706|2017-01-25,2017/1/25
A/Brisbane/117/2018|EPIISL396195|2018-07-27,2018/7/27
A/Brisbane/318/2016|EPIISL269294|2016-12-12,2016/12/12
A/Brisbane/01/2018|EPIISL313657|2018-01-02,2018/1/2
A/HongKong/656/2018|EPIISL312267|2018-04-07,2018/4/7
A/NewMexico/14/2018|EPIISL311694|2018-02-23,2018/2/23
A/Switzerland/8060/2017|EPIISL331821|2017-12-21,2017/12/21
A/Bretagne/1413/2017|EPIISL283128|2017-10-09,2017/10/9
A/Delaware/32/2016|EPIISL277143|2016-11-15,2016/11/15
A/Minnesota/59/2019|EPIISL400865|2019-11-13,2019/11/13
A/Haiti/70008/2019|EPIISL413730|2019-10-24,2019/10/24
A/Tennessee/21/2020|EPIISL412166|2020-01-28,2020/1/28
A/Haiti/70094/2019|EPIISL413728|2019-10-24,2019/10/24
A/Bahrain/805/2019|EPIISL412138|2019-12-02,2019/12/2
A/Mississippi/29/2019|EPIISL397011|2019-10-15,2019/10/15
A/Delaware/49/2019|EPIISL400842|2019-10-22,2019/10/22
A/NewYork/47/2019|EPIISL400798|2019-10-05,2019/10/5
A/Pakistan/228/2019|EPIISL418571|2019-12-23,2019/12/23
A/Iowa/68/2019|EPIISL402724|2019-12-12,2019/12/12
A/Texas/416/2019|EPIISL2557744|2019-11-18,2019/11/18
A/NewYork/57/2019|EPIISL404558|2019-12-10,2019/12/10
A/Jamaica/30235/2019|EPIISL400864|2019-11-13,2019/11/13
A/Colorado/44/2019|EPIISL402412|2019-11-27,2019/11/27
A/Jamaica/2929/2019|EPIISL400872|2019-11-21,2019/11/21
A/Laos/1747/2020|EPIISL766821|2020-09-21,2020/9/21
A/Laos/1746/2020|EPIISL766831|2020-09-20,2020/9/20
A/Laos/1749/2020|EPIISL766822|2020-09-23,2020/9/23
A/Laos/1744/2020|EPIISL766838|2020-09-18,2020/9/18
A/Laos/527/2021|EPIISL2245462|2021-02-16,2021/2/16
A/Laos/1421/2021|EPIISL5327610|2021-04-12,2021/4/12
A/Laos/1360/2021|EPIISL5327625|2021-04-05,2021/4/5
A/Laos/1039/2021|EPIISL5327612|2021-03-22,2021/3/22
A/Laos/924/2021|EPIISL5327628|2021-03-10,2021/3/10
A/Laos/924/2021|EPIISL5327607|2021-03-10,2021/3/10
A/Vietnam/Vnhcm-Gs520/2020|EPIISL1064144|2020-10-22,2020/10/22
A/Vietnam/Vnhcm-Gs520/2020|EPIISL1296353|2020-10-22,2020/10/22
A/Laos/1072/2021|EPIISL5327627|2021-03-24,2021/3/24
A/Laos/1072/2021|EPIISL5327608|2021-03-24,2021/3/24
A/Vietnam/Vnhcm-Gs508/2020|EPIISL1296359|2020-10-22,2020/10/22
A/Cambodia/E0826360/2020|EPIISL1296487|2020-07-16,2020/7/16
A/Vietnam/Vnhcm-Gs483/2020|EPIISL1064135|2020-10-09,2020/10/9
A/Vietnam/Vnhcm-Gs538/2020|EPIISL1064131|2020-10-29,2020/10/29
A/Vietnam/Vnhcm-Gs498/2020|EPIISL1064142|2020-10-14,2020/10/14
A/Laos/580/2021|EPIISL2245465|2021-02-21,2021/2/21
A/Laos/799/2021|EPIISL2245459|2021-03-01,2021/3/1
A/Laos/1424/2021|EPIISL5327620|2021-04-12,2021/4/12
A/Laos/1424/2021|EPIISL5984059|2021-04-12,2021/4/12
A/Laos/1293/2021|EPIISL5327613|2021-04-01,2021/4/1
A/Thailand/5/2021|EPIISL5327624|2021-06-24,2021/6/24
A/Thailand/5/2021|EPIISL5984007|2021-06-24,2021/6/24
A/Thailand/3/2021|EPIISL5327615|2021-06-24,2021/6/24
A/Thailand/3/2021|EPIISL5984033|2021-06-24,2021/6/24
A/Thailand/12/2021|EPIISL5327616|2021-06-24,2021/6/24
A/Thailand/10/2021|EPIISL5327621|2021-06-24,2021/6/24
A/Vietnam/Vnhcm-Gs535/2019|EPIISL1296306|2019-10-24,2019/10/24
A/California/55/2020|EPIISL717646|2020-10-12,2020/10/12
A/Laos/766/2021|EPIISL2245460|2021-03-02,2021/3/2
A/Laos/504/2021|EPIISL2245463|2021-02-16,2021/2/16
A/Laos/1125/2021|EPIISL5327617|2021-03-23,2021/3/23
A/Ayutthaya/56/2020|EPIISL1296342|2020-11-09,2020/11/9
A/Ayutthaya/56/2020|EPIISL1367581|2020-11-09,2020/11/9
A/Cambodia/981/2020|EPIISL1296362|2020-09-15,2020/9/15
A/Bangkok/57/2020|EPIISL1296363|2020-11-10,2020/11/10
A/Bangkok/57/2020|EPIISL1367580|2020-11-10,2020/11/10
A/Laos/941/2021|EPIISL5327614|2021-03-17,2021/3/17
A/Cambodia/1189/2020|EPIISL1455651|2020-10-08,2020/10/8
A/Cambodia/1167/2020|EPIISL1455650|2020-10-08,2020/10/8
A/Cambodia/1180/2020|EPIISL1455652|2020-10-08,2020/10/8
A/Cambodia/1171/2020|EPIISL1455654|2020-10-08,2020/10/8
A/Bangkok/59/2020|EPIISL1367579|2020-11-11,2020/11/11
A/Bangkok/59/2020|EPIISL1296328|2020-11-11,2020/11/11
A/Bangkok/62/2020|EPIISL1367582|2020-11-11,2020/11/11
A/Ayutthaya/61/2020|EPIISL1296327|2020-11-10,2020/11/10
A/Ayutthaya/60/2020|EPIISL1367568|2020-11-10,2020/11/10
A/Laos/1218/2021|EPIISL5983995|2021-03-29,2021/3/29
A/Laos/1218/2021|EPIISL5327626|2021-03-29,2021/3/29
A/Vietnam/Vnhcm-Gs653/2019|EPIISL1296346|2019-12-24,2019/12/24
A/Vietnam/Vnhcm-Gs653/2019|EPIISL1296302|2019-12-24,2019/12/24
A/Vietnam/Vnhcm-Gs507/2020|EPIISL1064141|2020-10-21,2020/10/21
A/Thailand/8/2021|EPIISL4197191|2021-06-18,2021/6/18
A/Bangkok/58/2020|EPIISL1367583|2020-11-10,2020/11/10
A/Bangkok/58/2020|EPIISL1296340|2020-11-10,2020/11/10
A/Cambodia/e0908377/2020|EPIISL536569|2020-07-29,2020/7/29
A/Cambodia/nC73301/2020|EPIISL710458|2020-09-14,2020/9/14
A/Cambodia/20080717/2020|EPIISL534310|2020-08-18,2020/8/18
A/YAMAGATA/1/2021|EPIISL1386235|2021-02-09,2021/2/9
A/YAMAGATA/1/2021|EPIISL3162307|2021-02-09,2021/2/9
A/YAMAGATA/2/2021|EPIISL3162308|2021-02-09,2021/2/9
A/Laos/F1221/2021|EPIISL4221807|2021-03-29,2021/3/29
A/Laos/F1221/2021|EPIISL4221811|2021-03-29,2021/3/29
A/Laos/F0993/2021|EPIISL4221802|2021-03-15,2021/3/15
A/Laos/F0826/2021|EPIISL4221796|2021-03-09,2021/3/9
A/Laos/F0993/2021|EPIISL4221801|2021-03-15,2021/3/15
A/Laos/F1071/2021|EPIISL4221805|2021-03-23,2021/3/23
A/Laos/F1071/2021|EPIISL4221806|2021-03-23,2021/3/23
A/Laos/F1343/2021|EPIISL4221815|2021-04-05,2021/4/5
A/Cambodia/nC80628/2020|EPIISL710460|2020-09-24,2020/9/24
A/Thailand/4/2021|EPIISL5933269|2021-06-18,2021/6/18
A/Cambodia/E0826360/2020|EPIISL1367566|2020-07-16,2020/7/16
A/Laos/F1040/2021|EPIISL4221804|2021-03-22,2021/3/22
A/Laos/F0971/2021|EPIISL4221800|2021-03-18,2021/3/18
A/Laos/F1384/2021|EPIISL4221817|2021-04-08,2021/4/8
A/Thailand/7/2021|EPIISL4760584|2021-06-18,2021/6/18
A/Cambodia/e1009251/2020|EPIISL944641|2020-10-08,2020/10/8
A/MIYAGI/1/2021|EPIISL2932448|2021-03-02,2021/3/2
A/MIYAGI/2/2021|EPIISL2932450|2021-03-02,2021/3/2
A/MIYAGI/2/2021|EPIISL2932451|2021-03-02,2021/3/2
A/Texas/10921/2019|EPIISL414206|2019-12-09,2019/12/9
A/Netherlands/10259/2019|EPIISL416278|2019-10-31,2019/10/31
A/AlBuraymi/6055/2019|EPIISL401529|2019-10-07,2019/10/7
A/Iran/189177/2019|EPIISL403278|2019-11-03,2019/11/3
A/England/94540759/2019|EPIISL401560|2019-10-25,2019/10/25
A/Qatar/10-VI-19-0062853/2019|EPIISL406195|2019-10-18,2019/10/18
A/Athens.GR/1952/2019|EPIISL407445|2019-11-22,2019/11/22
A/Sur/6859/2019|EPIISL401623|2019-10-26,2019/10/26
A/Sweden/1/2020|EPIISL412388|2020-01-03,2020/1/3
A/Georgia/1275/2019|EPIISL407474|2019-12-27,2019/12/27
A/Qatar/47-VI-19-0066945/2019|EPIISL406213|2019-10-30,2019/10/30
A/Qatar/34-VI-19-0070454/2019|EPIISL406205|2019-11-10,2019/11/10
A/Norway/2320/2020|EPIISL500746|2020-03-24,2020/3/24
A/Singapore/TT0942/2019|EPIISL401491|2019-11-27,2019/11/27
A/Quebec/166/2019|EPIISL411539|2019-12-05,2019/12/5
A/Qatar/16-VI-19-0049409/2019|EPIISL529133|2019-08-27,2019/8/27
A/Norway/2297/2019|EPIISL397282|2019-10-12,2019/10/12
A/Norway/2428/2019|EPIISL403335|2019-11-03,2019/11/3
A/CzechRepublic/1501/2019|EPIISL405411|2019-11-28,2019/11/28
A/Saint-Petersburg/RII-653S/2019|EPIISL403969|2019-12-23,2019/12/23
A/Fujian-Xinluo/1684/2020|EPIISL522425|2020-04-15,2020/4/15
A/Florida/110/2019|EPIISL397205|2019-10-02,2019/10/2
